framework,action_category,energy_action
Nightwatch,checkbox,0.636456130952381
Nightwatch,checkbox,0.6397642559523758
Nightwatch,checkbox,0.6327046726190476
Nightwatch,checkbox,0.6398125892857192
Nightwatch,checkbox,0.6396059226190528
Nightwatch,checkbox,0.6368698809523803
Nightwatch,checkbox,0.6330959226190421
Nightwatch,checkbox,0.6389523809523802
Nightwatch,checkbox,0.6329134226190476
Nightwatch,checkbox,0.6345777976190471
Nightwatch,checkbox,0.6302292559523859
Nightwatch,checkbox,0.63145113095238
Nightwatch,drag & drop,0.7158697619047701
Nightwatch,drag & drop,0.7695593452380912
